Src	EqId	Version	Datetime	Lat	Lon	Magnitude	Depth	NST	Region
pr	12269003	?	"Tuesday, September 25, 2012 00:14:25 UTC"	18.9724	-64.5485	2.8	79	?	"61km N of Road Town	 British Virgin Islands"
pr	12268094	?	"Monday, September 24, 2012 23:56:06 UTC"	19.5618	-64.4645	3	25	?	"127km N of Road Town	 British Virgin Islands"
pr	12268007	?	"Monday, September 24, 2012 23:51:58 UTC"	18.3164	-67.3219	2.7	19	?	"7km W of Stella	 Puerto Rico"
pr	12268090	?	"Monday, September 24, 2012 23:47:38 UTC"	19.1809	-64.8237	2.7	19	?	"87km NNW of Road Town	 British Virgin Islands"
pr	12268000	?	"Monday, September 24, 2012 23:46:12 UTC"	19.2362	-64.7145	3.1	48	?	"91km N of Road Town	 British Virgin Islands"
pr	12268084	?	"Monday, September 24, 2012 23:33:31 UTC"	19.1359	-64.626	3	69	?	"79km N of Road Town	 British Virgin Islands"
pr	12268083	?	"Monday, September 24, 2012 23:32:34 UTC"	19.121	-64.699	2.9	57	?	"78km N of Road Town	 British Virgin Islands"
us	2012fxen	?	"Monday, September 24, 2012 23:25:09 UTC"	-16.72	-73.18	4.3	45	?	"51km WSW of Camana	 Peru"
ci	15220401	?	"Monday, September 24, 2012 23:00:26 UTC"	31.8145	-115.0148	2.6	10	?	"42km S of Estacion Coahuila	 Mexico"
ci	15220393	?	"Monday, September 24, 2012 22:55:13 UTC"	31.8735	-114.9953	4	10	?	"41km S of Estacion Coahuila	 Mexico"
us	a000f7ji	?	"Monday, September 24, 2012 22:22:13 UTC"	13.133	-89.322	4.1	48.2	?	"39km S of La Libertad	 El Salvador"
us	c000cvah	?	"Monday, September 24, 2012 21:57:35 UTC"	22.88	121.464	4.5	38.9	?	"35km ENE of Taitung City	 Taiwan"
us	2012fxel	?	"Monday, September 24, 2012 21:55:38 UTC"	37.243	69.709	4	41.6	?	"16km NW of Rustaq	 Afghanistan"
pr	12268078	?	"Monday, September 24, 2012 21:13:16 UTC"	19.148	-64.757	3	44	?	"82km N of Road Town	 British Virgin Islands"
nc	71847270	?	"Monday, September 24, 2012 21:11:17 UTC"	41.1305	-121.6587	2.7	4.4	?	"27km N of Burney	 California"
pr	12268093	?	"Monday, September 24, 2012 20:23:14 UTC"	19.207	-64.7825	2.7	24	?	"89km N of Road Town	 British Virgin Islands"
pr	12268092	?	"Monday, September 24, 2012 20:17:41 UTC"	19.1924	-64.6662	2.5	52	?	"86km N of Road Town	 British Virgin Islands"
us	2012fxeh	?	"Monday, September 24, 2012 20:06:21 UTC"	-22.81	-174.285	4.7	35	?	"177km SSE of `Ohonua	 Tonga"
pr	12268091	?	"Monday, September 24, 2012 20:03:13 UTC"	19.1277	-64.7565	2.9	45	?	"80km N of Road Town	 British Virgin Islands"
pr	12268089	?	"Monday, September 24, 2012 20:02:14 UTC"	19.222	-64.781	2.6	14	?	"90km N of Road Town	 British Virgin Islands"
pr	12268077	?	"Monday, September 24, 2012 19:49:57 UTC"	18.6814	-64.4103	2.6	89	?	"36km NE of Road Town	 British Virgin Islands"
pr	12268075	?	"Monday, September 24, 2012 19:44:27 UTC"	19.2437	-64.4712	2.7	7	?	"92km N of Road Town	 British Virgin Islands"
pr	12268073	?	"Monday, September 24, 2012 19:37:42 UTC"	18.7728	-64.2058	2.8	66	?	"58km NE of Road Town	 British Virgin Islands"
pr	12268072	?	"Monday, September 24, 2012 19:35:01 UTC"	18.8568	-64.1624	2.8	70	?	"68km NE of Road Town	 British Virgin Islands"
pr	12268070	?	"Monday, September 24, 2012 18:49:23 UTC"	19.1898	-64.7826	2.5	7	?	"87km NNW of Road Town	 British Virgin Islands"
hv	60404041	?	"Monday, September 24, 2012 18:41:11 UTC"	19.2825	-155.4513	2.5	7.7	?	"9km NNE of Pahala	 Hawaii"
pr	12268066	?	"Monday, September 24, 2012 18:24:11 UTC"	19.1681	-64.7191	2.7	50	?	"83km N of Road Town	 British Virgin Islands"
pr	12268065	?	"Monday, September 24, 2012 18:16:32 UTC"	19.1882	-64.718	3	49	?	"86km N of Road Town	 British Virgin Islands"
pr	12268062	?	"Monday, September 24, 2012 17:40:47 UTC"	19.1149	-64.7605	3	12	?	"78km N of Road Town	 British Virgin Islands"
us	2012fxed	?	"Monday, September 24, 2012 17:03:06 UTC"	-9.656	151.02	4	42.4	?	"99km NE of Alotau	 Papua New Guinea"
us	2012fxfa	?	"Monday, September 24, 2012 16:36:35 UTC"	10.616	126.629	4.3	83.1	?	"89km NE of San Isidro	 Philippines"
pr	12268069	?	"Monday, September 24, 2012 16:35:37 UTC"	19.2273	-64.7703	2.5	9	?	"91km N of Road Town	 British Virgin Islands"
pr	12268002	?	"Monday, September 24, 2012 15:56:36 UTC"	19.1088	-64.689	3.3	55	?	"77km N of Road Town	 British Virgin Islands"
pr	12268059	?	"Monday, September 24, 2012 15:55:34 UTC"	19.1646	-64.7163	2.5	49	?	"83km N of Road Town	 British Virgin Islands"
pr	12268057	?	"Monday, September 24, 2012 14:50:10 UTC"	19.288	-64.7895	2.7	9	?	"98km N of Road Town	 British Virgin Islands"
pr	12268054	?	"Monday, September 24, 2012 14:45:26 UTC"	18.8663	-68.6276	3.6	169	?	"24km N of Otra Banda	 Dominican Republic"
us	2012fxe8	?	"Monday, September 24, 2012 14:29:14 UTC"	10.603	126.989	4.4	54.6	?	"119km ENE of San Isidro	 Philippines"
us	2012fxe7	?	"Monday, September 24, 2012 14:23:59 UTC"	-19.302	-174.234	4	10	?	"56km NNE of Pangai	 Tonga"
pr	12268050	?	"Monday, September 24, 2012 14:17:15 UTC"	19.3085	-64.7595	2.5	24	?	"99km N of Road Town	 British Virgin Islands"
us	2012fxal	?	"Monday, September 24, 2012 13:57:34 UTC"	11.936	142.899	4.6	40.5	?	"242km SW of Merizo Village	 Guam"
uu	09241357	?	"Monday, September 24, 2012 13:56:53 UTC"	44.761	-110.7713	2.6	6.5	?	"28km ENE of West Yellowstone	 Montana"
pr	12268048	?	"Monday, September 24, 2012 13:46:16 UTC"	19.1781	-64.7222	2.7	62	?	"85km N of Road Town	 British Virgin Islands"
pr	12268068	?	"Monday, September 24, 2012 13:21:11 UTC"	19.2791	-64.7683	2.7	12	?	"96km N of Road Town	 British Virgin Islands"
pr	12268053	?	"Monday, September 24, 2012 12:34:52 UTC"	18.7021	-64.2847	2.6	39	?	"47km NE of Road Town	 British Virgin Islands"
pr	12268051	?	"Monday, September 24, 2012 12:18:17 UTC"	18.9769	-64.5705	2.9	75	?	"62km N of Road Town	 British Virgin Islands"
pr	12268085	?	"Monday, September 24, 2012 12:01:14 UTC"	18.558	-65.666	2.7	49	?	"21km NNE of Luquillo	 Puerto Rico"
pr	12268047	?	"Monday, September 24, 2012 11:54:57 UTC"	19.1541	-64.6985	2.7	17	?	"82km N of Road Town	 British Virgin Islands"
pr	12268052	?	"Monday, September 24, 2012 11:46:39 UTC"	19.225	-64.7697	2.6	9	?	"90km N of Road Town	 British Virgin Islands"
pr	12268045	?	"Monday, September 24, 2012 11:34:12 UTC"	18.3302	-65.9639	2.8	137	?	"5km S of Carolina	 Puerto Rico"
ak	10564264	?	"Monday, September 24, 2012 11:33:54 UTC"	63.4856	-146.0782	2.5	0.7	?	"60km SW of Deltana	 Alaska"
pr	12268043	?	"Monday, September 24, 2012 11:20:40 UTC"	19.1425	-64.6932	2.9	58	?	"80km N of Road Town	 British Virgin Islands"
pr	12268042	?	"Monday, September 24, 2012 11:19:16 UTC"	19.0405	-64.6512	2.8	65	?	"69km N of Road Town	 British Virgin Islands"
pr	12268041	?	"Monday, September 24, 2012 10:55:25 UTC"	19.1604	-64.646	2.6	61	?	"82km N of Road Town	 British Virgin Islands"
us	c000cuwk	?	"Monday, September 24, 2012 10:31:23 UTC"	-21.187	-174.211	5.5	8.2	?	"78km ENE of `Ohonua	 Tonga"
pr	12268040	?	"Monday, September 24, 2012 10:02:41 UTC"	19.1455	-64.7385	2.8	54	?	"81km N of Road Town	 British Virgin Islands"
pr	12268039	?	"Monday, September 24, 2012 09:07:48 UTC"	19.1298	-64.6695	2.8	52	?	"79km N of Road Town	 British Virgin Islands"
pr	12268001	?	"Monday, September 24, 2012 08:37:22 UTC"	19.5112	-64.6751	3.2	24	?	"121km N of Road Town	 British Virgin Islands"
us	c000cuvq	?	"Monday, September 24, 2012 08:37:08 UTC"	18.642	145.587	4.5	246.2	?	"16km SSW of Agrihan	 Northern Mariana Islands"
pr	12268038	?	"Monday, September 24, 2012 08:19:43 UTC"	18.93	-64.564	2.9	80	?	"57km N of Road Town	 British Virgin Islands"
pr	12268037	?	"Monday, September 24, 2012 08:16:14 UTC"	19.6193	-64.2932	3.3	50	?	"137km NNE of Road Town	 British Virgin Islands"
pr	12268036	?	"Monday, September 24, 2012 07:49:05 UTC"	19.0655	-64.4838	2.9	13	?	"73km N of Road Town	 British Virgin Islands"
pr	12268035	?	"Monday, September 24, 2012 07:34:22 UTC"	19.1247	-64.7484	2.8	15	?	"79km N of Road Town	 British Virgin Islands"
pr	12268022	?	"Monday, September 24, 2012 06:37:41 UTC"	19.2126	-64.7086	2.8	24	?	"88km N of Road Town	 British Virgin Islands"
pr	12268020	?	"Monday, September 24, 2012 06:29:41 UTC"	19.4881	-64.1948	3	73	?	"126km NNE of Road Town	 British Virgin Islands"
pr	12268018	?	"Monday, September 24, 2012 06:23:00 UTC"	19.1975	-64.5513	2.7	13	?	"86km N of Road Town	 British Virgin Islands"
pr	12268034	?	"Monday, September 24, 2012 06:20:45 UTC"	18.87	-64.5347	2.8	86	?	"50km N of Road Town	 British Virgin Islands"
us	2012fxce	?	"Monday, September 24, 2012 06:12:58 UTC"	19.223	-64.733	2.5	54.3	?	"90km N of Road Town	 British Virgin Islands"
pr	12268033	?	"Monday, September 24, 2012 06:02:00 UTC"	18.9864	-64.6372	3.4	71	?	"63km N of Road Town	 British Virgin Islands"
ak	10564197	?	"Monday, September 24, 2012 05:41:27 UTC"	51.2917	-179.8021	2.8	57.6	?	"48km W of Amatignak Island	 Alaska"
pr	12268030	?	"Monday, September 24, 2012 05:13:43 UTC"	19.2119	-64.777	2.6	12	?	"89km N of Road Town	 British Virgin Islands"
pr	12268025	?	"Monday, September 24, 2012 05:10:31 UTC"	18.9353	-64.6969	2.5	58	?	"57km N of Road Town	 British Virgin Islands"
pr	12268028	?	"Monday, September 24, 2012 05:07:14 UTC"	19.207	-64.7611	3	31	?	"88km N of Road Town	 British Virgin Islands"
ak	10564184	?	"Monday, September 24, 2012 04:55:37 UTC"	60.0821	-153.2435	2.8	135.8	?	"52km SSW of Redoubt Volcano	 Alaska"
pr	12268023	?	"Monday, September 24, 2012 04:19:42 UTC"	19.1721	-64.7577	2.9	11	?	"84km N of Road Town	 British Virgin Islands"
us	2012fxds	?	"Monday, September 24, 2012 04:17:16 UTC"	-11.432	163.817	4.5	41.7	?	"233km ESE of Kirakira	 Solomon Islands"
pr	12268021	?	"Monday, September 24, 2012 04:03:30 UTC"	18.7092	-64.4483	2.8	86	?	"36km NNE of Road Town	 British Virgin Islands"
pr	12268019	?	"Monday, September 24, 2012 03:51:35 UTC"	18.6991	-64.3861	2.7	92	?	"39km NE of Road Town	 British Virgin Islands"
pr	12268031	?	"Monday, September 24, 2012 03:50:27 UTC"	19.0855	-64.7612	2.7	89	?	"75km NNW of Road Town	 British Virgin Islands"
pr	12268029	?	"Monday, September 24, 2012 03:49:26 UTC"	18.8066	-64.4449	3.2	92	?	"46km NNE of Road Town	 British Virgin Islands"
pr	12268024	?	"Monday, September 24, 2012 03:44:36 UTC"	19.356	-64.7701	3	24	?	"105km N of Road Town	 British Virgin Islands"
us	2012fxdc	?	"Monday, September 24, 2012 03:36:51 UTC"	19.287	-64.677	3.2	58.3	?	"96km N of Road Town	 British Virgin Islands"
pr	12268017	?	"Monday, September 24, 2012 03:20:29 UTC"	19.4101	-64.7202	2.9	26	?	"110km N of Road Town	 British Virgin Islands"
us	a000f78f	?	"Monday, September 24, 2012 03:09:04 UTC"	-20.2189	-69.185	4.2	98.6	?	"100km E of Iquique	 Chile"
us	2012fxdp	?	"Monday, September 24, 2012 02:50:04 UTC"	-35.06	-71.178	4.2	118.3	?	"9km SSE of Curico	 Chile"
us	c000cuta	?	"Monday, September 24, 2012 02:46:14 UTC"	10.125	126.718	4.9	58	?	"71km ENE of General Luna	 Philippines"
pr	12268006	?	"Monday, September 24, 2012 02:34:47 UTC"	19.2208	-64.744	2.6	62	?	"90km N of Road Town	 British Virgin Islands"
pr	12268005	?	"Monday, September 24, 2012 02:32:15 UTC"	19.2579	-64.7322	2.9	57	?	"93km N of Road Town	 British Virgin Islands"
us	c000cusx	?	"Monday, September 24, 2012 02:01:36 UTC"	-5.672	-11.378	4.8	10	?	"Ascension Island region"
pr	12268016	?	"Monday, September 24, 2012 01:49:06 UTC"	18.826	-64.3466	2.7	76	?	"53km NNE of Road Town	 British Virgin Islands"
us	2012fxdi	?	"Monday, September 24, 2012 01:47:11 UTC"	-10.708	165.22	4.5	45.7	?	"67km W of Lata	 Solomon Islands"
ci	15220025	?	"Monday, September 24, 2012 01:36:42 UTC"	32.165	-115.2307	2.9	10	?	"11km SW of Alberto Oviedo Mota	 Mexico"
pr	12268015	?	"Monday, September 24, 2012 01:29:13 UTC"	19.3099	-64.7557	2.7	24	?	"99km N of Road Town	 British Virgin Islands"
us	c000cusb	?	"Monday, September 24, 2012 01:18:52 UTC"	-20.47	-177.998	4.2	455.3	?	"75km ENE of Ndoi Island	 Fiji"
pr	12268008	?	"Monday, September 24, 2012 01:16:34 UTC"	19.09	-64.7017	2.9	55	?	"75km N of Road Town	 British Virgin Islands"
pr	12268014	?	"Monday, September 24, 2012 01:15:08 UTC"	18.677	-64.3917	2.6	83	?	"37km NE of Road Town	 British Virgin Islands"
pr	12268013	?	"Monday, September 24, 2012 00:53:52 UTC"	19.5167	-64.7956	3.1	38	?	"123km N of Road Town	 British Virgin Islands"
pr	12268012	?	"Monday, September 24, 2012 00:47:38 UTC"	19.6613	-64.1713	2.9	39	?	"145km NNE of Road Town	 British Virgin Islands"
pr	12268011	?	"Monday, September 24, 2012 00:37:00 UTC"	18.9608	-64.587	2.9	95	?	"60km N of Road Town	 British Virgin Islands"
us	c000cus3	?	"Monday, September 24, 2012 00:28:01 UTC"	5.629	126.54	5.1	68.7	?	"90km SSE of Pondaguitan	 Philippines"
pr	12268004	?	"Monday, September 24, 2012 00:18:49 UTC"	19.02	-64.6126	3.1	80	?	"66km N of Road Town	 British Virgin Islands"
